price,postcode,total_square,rooms,floor,city,district,street_house
7411344,unknown,24.0,1.0,4.0,Москва,Сосенское поселение,ЖК Прокшино_5
6498798,141206.0,41.66,2.0,10.0,Пушкино,unknown,Школьная улица_28
14900000,121614.0,37.0,1.0,7.0,Москва,Крылатское район,Осенний бульвар_16
15400000,121096.0,43.5,2.0,5.0,Москва,Филёвский парк район,Минская_12
24500000,119334.0,69.1,3.0,9.0,Москва,Гагаринский район,Ленинский проспект_41
16700000,115304.0,64.1,3.0,2.0,Москва,Царицыно район,Кавказский бульвар_15
9290000,140008.0,64.0,3.0,16.0,Люберцы,unknown,Инициативная_76
50800330,119049.0,97.18,3.0,21.0,Москва,Якиманка район,Мытная_40
12399769,129343.0,27.3,1.0,18.0,Москва,Свиблово район,проезд Серебрякова_11
135200000,121248.0,160.0,5.0,8.0,Москва,Дорогомилово район,Кутузовский проспект_12
14500000,121353.0,58.0,2.0,11.0,Москва,Можайский район,Вяземская_18
21500000,109651.0,59.2,3.0,18.0,Москва,Марьино район,Донецкая_30
14100000,107061.0,44.1,2.0,1.0,Москва,Преображенское район,Большая Черкизовская_6
44218972,unknown,98.0,4.0,52.0,Москва,Очаково-Матвеевское район,Озёрная улица_7
46103620,123308.0,84.1,2.0,11.0,Москва,Хорошёво-Мнёвники район,Шеногина_2
15500000,117593.0,53.7,2.0,13.0,Москва,Ясенево район,Соловьиный проезд_6
65879795,unknown,98.05,4.0,12.0,Москва,Раменки район,СТ Вест Гарден жк_12
26000000,119361.0,64.4,2.0,4.0,Москва,Раменки район,улица Лобачевского_120
22980903,115114.0,40.4,1.0,15.0,Москва,Замоскворечье район,Летниковская_4
25500000,127495.0,81.0,2.0,1.0,Москва,Северный район,Дмитровское шоссе_122
34000000,125466.0,98.0,3.0,17.0,Москва,Куркино район,Соловьиная Роща_10
10500000,107076.0,37.1,1.0,9.0,Москва,Богородское район,улица Краснобогатырская_75
10057321,107143.0,38.0,1.0,22.0,Москва,Метрогородок район,Открытое шоссе_18
90000000,121248.0,94.0,3.0,3.0,Москва,Дорогомилово район,Кутузовский проспект_12
32734800,123290.0,87.0,2.0,2.0,Москва,Пресненский район,Шмитовский проезд_39
45990000,119192.0,122.0,3.0,5.0,Москва,Раменки район,Столетова_17
40470800,123290.0,83.0,3.0,33.0,Москва,Хорошёво-Мнёвники район,Шелепихинская набережная_34
13500000,117042.0,57.0,2.0,7.0,Москва,Воскресенское поселение,Чечёрский проезд_126
14084097,unknown,59.0,2.0,10.0,Москва,Сосенское поселение,ЖК Прокшино_8
17000000,107553.0,68.0,3.0,7.0,Москва,Преображенское район,2-я Пугачёвская улица_7
23500000,111399.0,78.2,3.0,3.0,Москва,Перово район,Мартеновская_9
30000000,127422.0,57.0,2.0,15.0,Москва,Тимирязевский район,Дмитровский проезд_1
41900000,125167.0,76.9,3.0,12.0,Москва,Аэропорт район,Ленинградский проспект_36
45000000,unknown,68.7,3.0,6.0,Москва,Раменки район,проспект Генерала Дорохова_39
8100000,142701.0,58.5,3.0,5.0,Видное,unknown,Советская_20
41000000,119121.0,71.1,3.0,6.0,Москва,Хамовники район,Новоконюшенный переулок_9
14900000,127224.0,63.2,4.0,5.0,Москва,Северное Медведково район,Широкая_24
6500000,141702.0,20.5,2.0,16.0,Долгопрудный,unknown,Парковая_50
25500000,115142.0,67.0,3.0,5.0,Москва,Нагатинский Затон район,Корабельная_6
5489990,127051.0,16.9,1.0,1.0,Москва,Тверской район,Лихов переулок_8
13700000,141401.0,53.6,2.0,15.0,Химки,unknown,Германа Титова_3
29000000,125319.0,96.0,3.0,30.0,Москва,Аэропорт район,Кочновский проезд_4
8241530,107150.0,19.7,2.0,3.0,Москва,Богородское район,Ивантеевская_9
12030900,127273.0,34.0,1.0,23.0,Москва,Отрадное район,Отрадная_4
18500000,108850.0,93.1,3.0,3.0,Москва,Внуковское поселение,бульвар Андрея Тарковского_8
15990000,125284.0,50.1,2.0,3.0,Москва,Беговой район,Беговой проезд_9
28300000,125167.0,55.0,2.0,8.0,Москва,Хорошёвский район,Авиаконструктора Сухого_2
9480000,109651.0,38.0,1.0,1.0,Москва,Марьино район,Новочеркасский бульвар_30
10500000,141065.0,54.0,2.0,3.0,Королёв,unknown,Горького_79
15500000,108801.0,38.0,1.0,13.0,Москва,Сосенское поселение,Скандинавский бульвар_2
14600000,119618.0,48.25,1.0,10.0,Москва,Московский поселение,Татьянин Парк улица_13
15000000,129327.0,59.4,2.0,4.0,Москва,Лосиноостровский район,Коминтерна_28
15729710,142718.0,79.8,3.0,23.0,unknown,unknown,Южный бульвар_5
8000000,117593.0,27.0,1.0,2.0,Москва,Ясенево район,Айвазовского_5
10850000,143405.0,53.1,2.0,6.0,Красногорск,unknown,Военный городок Павшино_6
8714623,115088.0,17.0,1.0,23.0,Москва,Печатники район,Южнопортовая_28
16990000,125414.0,65.0,4.0,9.0,Москва,Ховрино район,Клинская_9
15009337,119361.0,42.9,1.0,25.0,Москва,Очаково-Матвеевское район,Большая Очаковская улица_2
22999000,129626.0,50.0,2.0,12.0,Москва,Алексеевский район,Новоалексеевская_16
13800000,129329.0,58.9,2.0,1.0,Москва,Свиблово район,Ивовая_7
31500000,123103.0,91.0,3.0,4.0,Москва,Хорошёво-Мнёвники район,проспект Маршала Жукова_59
4400000,117042.0,18.9,1.0,1.0,Москва,Воскресенское поселение,Чечёрский проезд_124
39890492,121359.0,83.6,3.0,6.0,Москва,Кунцево район,Маршала Тимошенко_8
7242414,143441.0,27.02,1.0,18.0,Москва,Митино район,ЖК Аквилон Митино_1
19448000,109316.0,57.2,2.0,25.0,Москва,Южнопортовый район,Волгоградский проспект_32
9233696,109316.0,35.9,1.0,7.0,Москва,Южнопортовый район,Волгоградский проспект_32
13778178,107143.0,40.4,1.0,14.0,Москва,Метрогородок район,Тагильская_4
45178520,123308.0,84.0,2.0,4.0,Москва,Хорошёво-Мнёвники район,Шеногина_2
23000000,121165.0,54.2,2.0,2.0,Москва,Дорогомилово район,Кутузовский проспект_30
16900000,108849.0,65.0,2.0,1.0,Москва,Внуковское поселение,улица Бориса Пастернака_10
13000000,142703.0,73.9,2.0,13.0,Видное,unknown,бульвар Зелёные аллеи_3
8400000,143009.0,35.4,1.0,22.0,Одинцово,unknown,Северная_36
8750000,140016.0,44.0,2.0,13.0,Люберцы,unknown,Вертолётная_50
17000000,125504.0,50.9,2.0,22.0,Москва,Западное Дегунино район,Ильменский проезд_17
8919520,unknown,23.0,1.0,3.0,Москва,Сосенское поселение,ЖК Прокшино_5
6428800,127566.0,22.4,2.0,2.0,Москва,Отрадное район,Римского-Корсакова_14
37672000,127422.0,103.0,3.0,4.0,Москва,Тимирязевский район,Дмитровский проезд_1
10700000,111675.0,44.6,1.0,15.0,Москва,Косино-Ухтомский район,Лухмановская_28
30135440,123308.0,65.0,2.0,11.0,Москва,Хорошёво-Мнёвники район,Шеногина_2
7800000,143430.0,55.1,2.0,7.0,unknown,unknown,Стартовая_6
23600000,119192.0,52.3,1.0,2.0,Москва,Раменки район,Столетова_11
12000000,115304.0,45.8,2.0,5.0,Москва,Царицыно район,улица Ереванская_17
9500000,115304.0,34.9,1.0,4.0,Москва,Царицыно район,улица Ереванская_24
9400000,141734.0,69.0,2.0,10.0,Лобня,unknown,Текстильная_16
93297058,unknown,115.21,4.0,12.0,Москва,Раменки район,СТ Вест Гарден жк_13
13365000,127273.0,45.0,1.0,13.0,Москва,Отрадное район,Отрадная_4
14800000,143441.0,85.0,3.0,20.0,unknown,unknown,Братцевская_10
9830399,unknown,51.33,3.0,16.0,Люберцы,unknown,3-й квартал_66
18365400,109316.0,53.7,2.0,19.0,Москва,Южнопортовый район,Волгоградский проспект_32
4700000,125480.0,15.0,2.0,1.0,Москва,Северное Тушино район,Туристская улица_18
14000000,123458.0,52.3,2.0,1.0,Москва,Строгино район,Таллинская_5
69500000,121352.0,191.3,4.0,13.0,Москва,Очаково-Матвеевское район,Староволынская_12
31000000,123103.0,96.0,2.0,12.0,Москва,Хорошёво-Мнёвники район,проспект Маршала Жукова_76
13000000,140055.0,76.4,2.0,18.0,Котельники,unknown,2-й Покровский проезд_6
83000000,143030.0,115.0,4.0,3.0,unknown,unknown,Весенняя улица_1
33500000,123308.0,81.8,3.0,6.0,Москва,Хорошёво-Мнёвники район,Мнёвники_5
30753729,115114.0,64.8,2.0,12.0,Москва,Замоскворечье район,Летниковская_4
10000000,141006.0,45.0,1.0,3.0,Мытищи,unknown,Рождественская_2
8150000,140003.0,23.2,2.0,6.0,Люберцы,unknown,Лётчика Ларюшина_6
35900000,127473.0,101.8,5.0,7.0,Москва,Тверской район,Садовая-Самотечная улица_7
11950000,141732.0,60.0,2.0,8.0,Лобня,unknown,Центральная_8
13500000,115573.0,58.4,3.0,3.0,Москва,Зябликово район,Ореховый бульвар_39
9500000,142701.0,62.1,2.0,9.0,unknown,unknown,квартал Северный_15
9699999,121357.0,27.0,1.0,7.0,Москва,Фили-Давыдково район,Инициативная_6
7999000,140005.0,43.7,1.0,11.0,Люберцы,unknown,Смирновская_32
28000000,143005.0,75.8,3.0,3.0,Одинцово,unknown,Можайское шоссе_122
11700000,141501.0,58.0,2.0,4.0,Химки,unknown,Молодёжная_74
10285010,117420.0,28.0,1.0,18.0,Москва,Черёмушки район,Намёткина_10
14300000,109651.0,58.6,3.0,8.0,Москва,Марьино район,Подольская_21
19600000,127591.0,74.0,3.0,13.0,Москва,Восточное Дегунино район,800-летия Москвы_30
21000000,127322.0,72.8,3.0,1.0,Москва,Бутырский район,Фонвизина_12
83900000,119501.0,151.0,5.0,13.0,Москва,Очаково-Матвеевское район,Нежинская улица_5
3650000,141031.0,15.5,2.0,4.0,unknown,unknown,Полковника Романова улица_5
24000000,115162.0,72.6,3.0,3.0,Москва,Даниловский район,Шухова_13
25000000,140055.0,85.7,3.0,5.0,Котельники,unknown,Кузьминская_7
12113250,141102.0,78.15,3.0,2.0,Щёлково,unknown,Центральная улица_69
10467314,108814.0,43.9,2.0,10.0,Москва,Южное Бутово район,Южные Сады жк улица_2
43900000,121087.0,83.0,3.0,18.0,Москва,Филёвский парк район,Береговой проезд_3
11700000,140074.0,91.5,2.0,10.0,Люберцы,unknown,проспект Гагарина_15
11630739,unknown,37.0,2.0,15.0,Москва,Сосенское поселение,ЖК Прокшино_5
8900000,141401.0,44.4,2.0,1.0,Химки,unknown,Лётчика Ивана Фёдорова_8
13400000,111677.0,74.0,3.0,4.0,Москва,Некрасовка район,улица Вертолётчиков_4
6817680,119530.0,26.0,1.0,2.0,Москва,Очаково-Матвеевское район,проезд Стройкомбината_1
14099999,123592.0,44.2,2.0,7.0,Москва,Строгино район,Кулакова_11
9699000,105425.0,44.0,2.0,4.0,Москва,Северное Измайлово район,Никитинская_26
12750000,111674.0,63.0,3.0,4.0,Москва,Некрасовка район,1-я Вольская улица_17
3800000,141032.0,23.8,2.0,3.0,Мытищи,unknown,Тенистый бульвар_17
228000000,119034.0,206.0,4.0,3.0,Москва,Хамовники район,Хилков переулок_1
53000000,107031.0,123.0,4.0,1.0,Москва,Тверской район,улица Большая Дмитровка_20
115134118,119034.0,136.0,3.0,3.0,Москва,Хамовники район,улица Остоженка_11
10175000,125459.0,34.7,1.0,12.0,Москва,Северное Тушино район,Туристская улица_13
6300000,143985.0,34.57,1.0,6.0,Балашиха,unknown,улица Народного ополчения_8
126986160,125057.0,166.0,4.0,34.0,Москва,Хорошёвский район,Чапаевский переулок_3
6950000,141069.0,45.0,2.0,3.0,Королёв,unknown,Учительская_4
35000000,127287.0,100.0,4.0,4.0,Москва,Савёловский район,1-й Хуторской переулок_4
24000000,143968.0,133.0,3.0,24.0,Реутов,unknown,Реутовских ополченцев_10
16500000,119049.0,35.3,1.0,8.0,Москва,Якиманка район,Шаболовка_16
15500000,129345.0,58.2,2.0,3.0,Москва,Бабушкинский район,улица Лётчика Бабушкина_43
105821800,119034.0,112.3,2.0,5.0,Москва,Хамовники район,3-й Обыденский переулок_2
6647058,unknown,19.7,2.0,7.0,Москва,Сосенское поселение,деревня Столбово_12
11990000,unknown,53.5,3.0,2.0,Москва,Сосенское поселение,ЖК Прокшино_4
5800000,141411.0,45.8,2.0,1.0,unknown,unknown,Некрасова_8
17491780,111033.0,38.2,1.0,23.0,Москва,Лефортово район,Золоторожский Вал улица_28
12000000,125310.0,52.0,2.0,1.0,Москва,Митино район,Барышиха_44
9900000,108815.0,55.5,2.0,6.0,Москва,Филимонковское поселение,квартал 165_5
27900000,123182.0,62.0,2.0,18.0,Москва,Щукино район,1-й Пехотный переулок_2
7176670,109052.0,20.0,1.0,22.0,Москва,Нижегородский район,Рязанский проспект_2
6500000,140080.0,45.0,1.0,7.0,Лыткарино,unknown,Первомайская_21
7100000,141421.0,44.5,1.0,3.0,Химки,unknown,Ленинградская_3
20830000,127427.0,45.0,1.0,7.0,Москва,Марфино район,улица Академика Королёва_21
7100000,125599.0,20.0,2.0,5.0,Москва,Западное Дегунино район,Ижорская_1
7511789,unknown,37.1,1.0,13.0,Люберцы,unknown,3-й квартал_66
27890000,unknown,162.7,4.0,13.0,Москва,Мосрентген поселение,Новомихайловское шоссе_1
6400000,142720.0,33.1,1.0,20.0,unknown,unknown,Новое шоссе_8
79000000,119192.0,160.0,5.0,9.0,Москва,Раменки район,Мосфильмовская_53
78100000,125167.0,137.0,4.0,5.0,Москва,Аэропорт район,Ленинградский проспект_36
22113603,115201.0,72.05,2.0,23.0,Москва,Москворечье-Сабурово район,1-й Котляковский переулок_2
17000000,117628.0,59.0,2.0,11.0,Москва,Северное Бутово район,улица Грина_28
5000000,143909.0,33.0,1.0,7.0,Балашиха,unknown,улица Лукино_53
6350000,140016.0,35.4,1.0,15.0,Люберцы,unknown,Вертолётная_24
24500000,125284.0,58.0,1.0,36.0,Москва,Хорошёвский район,Хорошёвское шоссе_12
12900000,111401.0,55.1,3.0,5.0,Москва,Перово район,улица Металлургов_12
12215987,141702.0,60.0,2.0,3.0,Долгопрудный,unknown,Молодёжная_6
7111661,143441.0,24.51,1.0,18.0,Москва,Митино район,ЖК Аквилон Митино_4
26900000,127521.0,79.5,3.0,15.0,Москва,Марьина Роща район,Шереметьевская_13
12799999,143410.0,50.0,2.0,19.0,Красногорск,unknown,Красногорский бульвар_17
15750219,125438.0,47.0,2.0,4.0,Москва,Головинский район,Михалковская_52
44000000,119192.0,120.0,3.0,17.0,Москва,Раменки район,Мичуринский проспект_11
7275000,108815.0,29.0,1.0,2.0,unknown,Филимонковское поселение,Жемчужная_1
25535116,121471.0,62.0,2.0,14.0,Москва,Можайский район,Петра Алексеева_12
9800000,142703.0,67.6,2.0,4.0,Видное,unknown,бульвар Зелёные аллеи_8
15300000,119421.0,41.2,1.0,5.0,Москва,Обручевский район,Новаторов_38
9158490,109316.0,26.1,1.0,2.0,Москва,Южнопортовый район,Волгоградский проспект_32
12000000,119361.0,38.9,1.0,4.0,Москва,Очаково-Матвеевское район,Большая Очаковская улица_42
12700000,117519.0,60.0,3.0,8.0,Москва,Чертаново Центральное район,Чертановская улица_39
7300524,109052.0,20.25,1.0,25.0,Москва,Нижегородский район,Рязанский проспект_2
9380000,125481.0,33.0,1.0,9.0,Москва,Северное Тушино район,улица Фомичёвой_16
43000000,123007.0,103.0,3.0,8.0,Москва,Хорошёвский район,улица Полины Осипенко_10
48000000,121552.0,92.3,4.0,3.0,Москва,Кунцево район,Академика Павлова_28
4000000,140009.0,27.9,2.0,3.0,unknown,unknown,деревня Мотяково_65
75000000,123317.0,201.0,5.0,23.0,Москва,Пресненский район,Красногвардейская 3-я_3
6800000,140014.0,41.0,2.0,3.0,Люберцы,unknown,Хлебозаводской проезд_5
17064564,127287.0,44.0,1.0,5.0,Москва,Савёловский район,2-я Хуторская улица_34
48054056,129626.0,108.0,3.0,6.0,Москва,Алексеевский район,Новоалексеевская_16
8600000,108815.0,42.0,1.0,1.0,unknown,Филимонковское поселение,Светлый бульвар_13
100042970,127220.0,148.4,4.0,11.0,Москва,Савёловский район,Нижняя Масловка_10
5150000,141107.0,42.3,2.0,5.0,Щёлково,unknown,Неделина_2
8400000,109156.0,36.3,1.0,4.0,Москва,Выхино-Жулебино район,улица Генерала Кузнецова_18
12590000,109125.0,45.0,2.0,4.0,Москва,Текстильщики район,2-й Саратовский проезд_3
5555000,143914.0,32.8,1.0,6.0,Балашиха,unknown,микрорайон Дзержинского_32
29360000,127427.0,59.74,3.0,16.0,Москва,Марфино район,улица Академика Королёва_21
11974713,unknown,46.0,1.0,4.0,unknown,unknown,Живописный жилой комплекс_3
16900000,119571.0,55.4,2.0,6.0,Москва,Тропарёво-Никулино район,проспект Вернадского_119
61325783,125371.0,227.0,6.0,25.0,Москва,Покровское-Стрешнево район,шоссе Волоколамское_81
27500000,121471.0,75.0,3.0,4.0,Москва,Можайский район,Гжатская_5
160993000,109028.0,152.6,3.0,6.0,Москва,Таганский район,Большой Николоворобинский переулок_9
81633960,125009.0,176.0,5.0,4.0,Москва,Тверской район,Тверская улица_6
31645692,125009.0,60.0,3.0,6.0,Москва,Тверской район,Тверская улица_27
10500000,143405.0,68.7,3.0,14.0,Красногорск,unknown,Южный бульвар_2
20000000,143410.0,76.0,2.0,14.0,Красногорск,unknown,Ильинский бульвар_9
20900000,125367.0,73.8,3.0,6.0,Москва,Покровское-Стрешнево район,Габричевского_8
11100000,115516.0,45.1,2.0,1.0,Москва,Царицыно район,Бехтерева_37
13426602,115211.0,35.3,1.0,30.0,Москва,Москворечье-Сабурово район,Борисовские Пруды_1
3700000,107392.0,11.0,2.0,1.0,Москва,Преображенское район,улица Просторная_10
22000000,143026.0,86.0,2.0,11.0,unknown,unknown,Можайское шоссе_50
9950000,143410.0,43.3,1.0,6.0,Красногорск,unknown,Подмосковный бульвар_14
6000000,142720.0,25.0,2.0,4.0,unknown,unknown,Лесная_20
14600000,115682.0,61.3,3.0,11.0,Москва,Зябликово район,Кустанайская_5
9015428,141402.0,48.0,1.0,6.0,Химки,unknown,Rafinad жк_7
7500000,140032.0,45.0,2.0,1.0,unknown,unknown,улица Комсомольская_13
9700000,143909.0,55.5,2.0,2.0,Балашиха,unknown,Лётная_6
10600000,141702.0,54.1,2.0,11.0,Долгопрудный,unknown,Парковая_54
16400000,121614.0,37.5,1.0,17.0,Москва,Крылатское район,улица Крылатская_31
6190000,140016.0,27.0,2.0,14.0,Люберцы,unknown,Дружбы_7
14990000,125445.0,34.4,1.0,4.0,Москва,Левобережный район,Ленинградское шоссе_69
10500000,117186.0,33.0,1.0,1.0,Москва,Котловка район,Нахимовский проспект_22
13561080,143441.0,59.31,3.0,2.0,Москва,Митино район,ЖК Аквилон Митино_4
72500000,119049.0,136.0,3.0,13.0,Москва,Якиманка район,Шаболовка_23
11083461,unknown,40.0,2.0,8.0,Москва,Сосенское поселение,ЖК Прокшино_8
69000000,121596.0,206.6,5.0,17.0,Москва,Можайский район,Толбухина_11
11746382,unknown,41.0,2.0,14.0,Москва,Сосенское поселение,ЖК Прокшино_6
29000000,125284.0,87.0,3.0,3.0,Москва,Беговой район,Беговая_4
10328570,108814.0,41.7,2.0,4.0,Москва,Южное Бутово район,Южные Сады жк улица_2
20000000,unknown,85.0,3.0,8.0,Москва,Московский поселение,Родниковая улица_30
7950000,108836.0,37.0,1.0,9.0,Москва,Десёновское поселение,3-я Нововатутинская улица_7
16000000,141733.0,130.0,4.0,17.0,Лобня,unknown,Жирохова_3
235000000,119034.0,330.0,6.0,7.0,Москва,Хамовники район,улица Остоженка_5
10770000,125222.0,35.7,1.0,2.0,Москва,Митино район,Уваровский переулок_7
16360000,143401.0,99.0,3.0,6.0,Красногорск,unknown,Павшинский бульвар_16
9180000,108811.0,20.3,2.0,23.0,Москва,Московский поселение,Саларьевская_16
15650000,127247.0,55.0,2.0,15.0,Москва,Бескудниковский район,Бескудниковский бульвар_52
29900000,143025.0,94.0,3.0,1.0,unknown,unknown,Никольская_4
10300000,127576.0,39.0,1.0,15.0,Москва,Лианозово район,Новгородская_14
17800000,105318.0,58.3,2.0,4.0,Москва,Соколиная Гора район,Вельяминовская_6
20700000,129626.0,64.8,3.0,12.0,Москва,Алексеевский район,Новоалексеевская_13
11500000,141410.0,55.0,2.0,13.0,Химки,unknown,Родионова_2
8699999,109428.0,22.0,2.0,10.0,Москва,Рязанский район,улица Михайлова_30
16746637,109052.0,59.39,3.0,22.0,Москва,Нижегородский район,Рязанский проспект_2
10267024,109052.0,33.0,1.0,21.0,Москва,Нижегородский район,Рязанский проспект_2
13474260,121552.0,36.4,1.0,22.0,Москва,Кунцево район,Академика Павлова_56
22557354,117630.0,44.81,2.0,8.0,Москва,Обручевский район,Академика Челомея_7
56000000,123100.0,83.0,3.0,8.0,Москва,Пресненский район,Мантулинская_9
6300000,127247.0,18.1,2.0,3.0,Москва,Бескудниковский район,Дмитровское шоссе_88
6500000,108815.0,28.8,2.0,4.0,Москва,Филимонковское поселение,Харлампиева_46
13400000,123181.0,50.0,2.0,1.0,Москва,Строгино район,Исаковского_29
12500000,109202.0,41.7,1.0,7.0,Москва,Нижегородский район,Перовское шоссе_10
12600000,109559.0,56.0,3.0,7.0,Москва,Люблино район,Ставропольская улица_56
94990000,123557.0,136.1,4.0,6.0,Москва,Пресненский район,Новопресненский переулок_7
8490000,108850.0,36.1,1.0,3.0,Москва,Внуковское поселение,Омская_1
10400000,141401.0,52.0,1.0,9.0,Химки,unknown,Берёзовая аллея_3
15450000,125475.0,58.0,2.0,15.0,Москва,Ховрино район,Зеленоградская_17
12500000,141734.0,85.6,3.0,10.0,Лобня,unknown,Текстильная_18
13900000,117588.0,47.52,1.0,9.0,Москва,Ясенево район,Новоясеневский проспект_3
70687500,115054.0,97.5,3.0,12.0,Москва,Замоскворечье район,Большой Строченовский переулок_9
16346872,108802.0,71.8,2.0,13.0,Москва,Сосенское поселение,проспект Магеллана_4
9233800,123060.0,27.0,1.0,13.0,Москва,Щукино район,улица Берзарина_32
17000000,119361.0,37.8,1.0,20.0,Москва,Раменки район,улица Лобачевского_120
13200000,125464.0,51.0,2.0,12.0,Москва,Митино район,Пятницкое шоссе_16
6000000,141008.0,26.2,2.0,6.0,Мытищи,unknown,проспект Астрахова_7
14138026,141006.0,57.75,2.0,4.0,Мытищи,unknown,Новомытищинский проспект_2
8910057,107143.0,30.2,1.0,16.0,Москва,Метрогородок район,Тагильская_4
8950000,143006.0,43.0,1.0,9.0,Одинцово,unknown,Верхне-Пролетарская_7
29708047,115407.0,83.5,3.0,14.0,Москва,Нагатинский Затон район,Корабельная_4
9500000,109451.0,38.8,1.0,1.0,Москва,Марьино район,Мячковский бульвар_3
10300000,109451.0,35.0,1.0,5.0,Москва,Марьино район,улица Верхние Поля_32
7059776,unknown,21.0,1.0,9.0,Москва,Сосенское поселение,ЖК Прокшино_5
13400000,127238.0,35.5,1.0,16.0,Москва,Западное Дегунино район,Дмитровское шоссе_73
10880490,141031.0,58.2,2.0,7.0,unknown,unknown,Полковника Романова улица_5
15174224,109052.0,56.56,2.0,13.0,Москва,Нижегородский район,Рязанский проспект_2
11624000,117292.0,39.7,1.0,5.0,Москва,Академический район,Шверника_6
14500000,121471.0,66.8,3.0,1.0,Москва,Можайский район,Гжатская_14
10500000,143408.0,58.7,2.0,8.0,Красногорск,unknown,бульвар Космонавтов_6
12500000,143006.0,73.1,2.0,21.0,Одинцово,unknown,Белорусская_2
7207449,143909.0,59.0,2.0,22.0,Балашиха,unknown,Трубецкая_10
8000000,109382.0,19.8,2.0,16.0,Москва,Люблино район,Люблинская_80
7750000,141446.0,47.4,2.0,1.0,Химки,unknown,Северная_1
12600000,111539.0,60.0,3.0,6.0,Москва,Вешняки район,Реутовская_8
17400000,109316.0,58.0,2.0,5.0,Москва,Южнопортовый район,Волгоградский проспект_32
6437697,143405.0,32.19,1.0,3.0,Красногорск,unknown,ЖК Ильинойс_1
8800000,141032.0,53.0,2.0,1.0,Мытищи,unknown,Тенистый бульвар_8
48530000,127427.0,87.15,4.0,26.0,Москва,Марфино район,улица Академика Королёва_21
22980000,127427.0,45.55,1.0,10.0,Москва,Марфино район,улица Академика Королёва_21
29428344,109316.0,92.1,3.0,17.0,Москва,Южнопортовый район,Волгоградский проспект_32
26838000,115054.0,63.9,2.0,10.0,Москва,Замоскворечье район,Большой Строченовский переулок_9
8900000,141080.0,47.2,2.0,2.0,Королёв,unknown,улица Академика Легостаева_8
32407060,127287.0,94.0,3.0,29.0,Москва,Савёловский район,2-я Хуторская улица_34
11700000,119285.0,38.0,1.0,6.0,Москва,Раменки район,Довженко_6
26099269,109316.0,78.8,3.0,29.0,Москва,Южнопортовый район,Волгоградский проспект_32
18900000,125430.0,61.0,2.0,9.0,Москва,Митино район,Митинская улица_28
5500000,140051.0,32.0,1.0,13.0,unknown,unknown,Лорха_15
8560000,117593.0,33.0,1.0,7.0,Москва,Ясенево район,Новоясеневский проспект_19
7400000,109156.0,35.9,1.0,4.0,Москва,Выхино-Жулебино район,улица Генерала Кузнецова_18
7911356,107143.0,22.6,1.0,8.0,Москва,Метрогородок район,Тагильская_4
8550000,143002.0,46.0,1.0,14.0,Одинцово,unknown,Триумфальная_5
24000000,143005.0,105.6,3.0,7.0,Одинцово,unknown,Чикина_12
15700000,117303.0,59.0,3.0,1.0,Москва,Зюзино район,Балаклавский проспект_36
15400000,129281.0,63.0,2.0,9.0,Москва,Бабушкинский район,улица Лётчика Бабушкина_37
41350737,119136.0,69.2,1.0,15.0,Москва,Раменки район,Сетуньский 1-й проезд_6
21000000,unknown,68.6,3.0,2.0,Москва,Сосенское поселение,ЖК Прокшино_4
4900000,108815.0,29.0,2.0,1.0,unknown,Филимонковское поселение,Жемчужная_1
10312875,109316.0,26.7,1.0,24.0,Москва,Южнопортовый район,Волгоградский проспект_32
6250000,143985.0,48.3,2.0,2.0,Балашиха,unknown,1 Мая_18
54547168,unknown,95.68,4.0,6.0,Москва,Раменки район,СТ Вест Гарден жк_8
16800000,unknown,80.8,3.0,3.0,Москва,Московский поселение,Родниковая улица_30
8100000,141407.0,32.3,1.0,4.0,Химки,unknown,Строителей_7
31495680,129085.0,82.02,3.0,11.0,Москва,Останкинский район,улица Годовикова_3
13972200,125438.0,43.8,2.0,2.0,Москва,Головинский район,Михалковская_50
14667205,108801.0,58.6,2.0,2.0,unknown,Сосенское поселение,посёлок Коммунарка_17
18650000,125635.0,72.3,3.0,10.0,Москва,Западное Дегунино район,Базовская улица_17
16686000,123060.0,54.2,2.0,24.0,Москва,Щукино район,улица Берзарина_30
11700000,111531.0,44.2,2.0,4.0,Москва,Ивановское район,улица Саянская_3
44600000,121087.0,89.5,3.0,22.0,Москва,Филёвский парк район,Береговой проезд_3
5200000,140053.0,27.0,2.0,6.0,Котельники,unknown,микрорайон Новые Котельники_8
13006963,119530.0,58.0,2.0,5.0,Москва,Очаково-Матвеевское район,проезд Стройкомбината_1
10000000,143980.0,64.0,2.0,6.0,Балашиха,unknown,Андрея Белого_2
10950000,111141.0,46.0,2.0,5.0,Москва,Перово район,улица Перовская_38
12000000,141006.0,63.7,2.0,10.0,Мытищи,unknown,Воронина_14
8100000,141006.0,32.0,1.0,11.0,Мытищи,unknown,Рождественская_2
7100000,143900.0,39.0,1.0,10.0,Балашиха,unknown,Некрасова_11
77299000,119002.0,94.0,2.0,3.0,Москва,Арбат район,улица Арбат_38
82000000,115184.0,148.2,3.0,4.0,Москва,Замоскворечье район,Вишняковский переулок_4
13127814,117535.0,60.8,2.0,32.0,Москва,Чертаново Южное район,Газопровод_1
11500000,108849.0,37.8,1.0,14.0,Москва,Внуковское поселение,улица Бориса Пастернака_23
8500754,107143.0,28.0,1.0,12.0,Москва,Метрогородок район,Тагильская_4
